,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretsKills,Team2:TurretsKills,Team1:InhibitorsKills,Team2:Inhibitors:Kills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
3054,16,5318,6671,6431,6088,5245,6365,6143,5751,5677,5041,29753,28977,15,16,1,2,0,0,1,0,0,0,0,0,9.4,9.4,Team1,EUW1_7225059568,Platinum4
3055,17,5716,6968,6941,6259,5444,6508,6632,6072,5813,5194,31328,30219,15,16,1,2,0,0,1,0,0,0,0,0,9.6,9.6,Team1,EUW1_7225059568,Platinum4
3056,18,5996,7387,7068,6535,5597,6718,7888,6592,6257,5473,32583,32928,15,19,1,2,0,0,1,1,0,0,0,0,10.0,10.4,Team1,EUW1_7225059568,Platinum4
3057,19,6367,7560,7983,6927,6099,7383,8241,6861,6673,5996,34936,35154,16,20,3,2,0,0,1,1,0,0,0,0,10.8,11.0,Team1,EUW1_7225059568,Platinum4
3058,20,7058,8216,8357,7193,6438,7701,9306,7362,7170,6298,37262,37837,17,23,3,2,0,0,1,1,0,0,0,0,11.0,11.6,Team1,EUW1_7225059568,Platinum4
3059,21,7863,8586,8777,7616,6633,7928,9712,7857,7481,6543,39475,39521,18,24,3,2,0,0,1,1,0,0,0,0,11.6,11.8,Team1,EUW1_7225059568,Platinum4
3060,22,8256,8709,9796,7905,6856,8157,9914,8340,7852,6765,41522,41028,19,25,3,2,0,0,1,1,0,0,0,0,11.8,12.0,Team1,EUW1_7225059568,Platinum4
3061,23,8378,9312,10043,8421,7134,8553,10444,9174,8362,7057,43288,43590,21,29,3,2,0,0,1,1,0,0,0,0,12.0,12.4,Team1,EUW1_7225059568,Platinum4
3062,24,8679,10328,10672,8714,7370,9005,10864,9424,8630,7277,45763,45200,24,30,3,2,0,0,2,1,0,0,0,0,12.8,12.8,Team1,EUW1_7225059568,Platinum4
3063,25,9147,11166,10872,9249,7697,9205,11118,9899,8946,7499,48131,46667,25,31,4,2,0,0,2,1,0,0,0,0,13.0,13.2,Team1,EUW1_7225059568,Platinum4
3064,26,9369,11288,11300,9371,7850,9328,11808,10518,9285,7726,49178,48665,25,33,4,2,0,0,2,1,0,0,0,0,13.0,13.2,Team1,EUW1_7225059568,Platinum4
3065,27,9597,11683,11451,9631,8016,9728,12225,10926,9756,7977,50378,50612,25,34,4,2,0,0,2,1,0,0,0,0,13.2,13.8,Team1,EUW1_7225059568,Platinum4
3066,28,10058,12106,11971,10037,8170,10230,12768,11506,10392,8839,52342,53735,27,37,4,2,0,0,2,1,0,0,0,1,13.4,14.4,Team1,EUW1_7225059568,Platinum4
3067,29,10394,12618,12093,10189,8322,10352,12975,11845,10743,8992,53616,54907,27,37,4,2,0,0,2,1,0,0,0,1,13.8,14.6,Team1,EUW1_7225059568,Platinum4
3068,30,10601,13156,12315,10656,8574,11140,13315,12763,11494,9461,55302,58173,28,41,5,4,0,0,3,1,0,0,0,1,14.2,15.2,Team1,EUW1_7225059568,Platinum4
3069,31,10993,13473,13290,12225,8942,11337,13809,12886,11870,9613,58923,59515,32,42,5,4,0,0,3,1,0,0,0,1,14.8,15.2,Team1,EUW1_7225059568,Platinum4
3070,32,11314,14498,13501,12964,9414,11788,15177,13644,12470,9961,61691,63040,34,45,6,5,0,0,3,1,0,0,0,1,15.0,15.8,Team1,EUW1_7225059568,Platinum4
3071,33,11567,14620,14063,13514,9810,12195,15678,13767,12844,10114,63574,64598,36,45,6,5,0,0,3,1,0,0,0,1,15.6,16.2,Team1,EUW1_7225059568,Platinum4
3072,34,11799,14979,14323,13815,9962,12317,16159,14042,13537,10266,64878,66321,36,47,6,5,0,0,3,1,0,0,0,1,15.8,16.4,Team1,EUW1_7225059568,Platinum4
3073,35,12030,15419,14650,14370,10150,12827,16800,14465,14234,10754,66619,69080,36,47,6,5,0,0,4,1,0,0,0,2,16.2,16.8,Team1,EUW1_7225059568,Platinum4
3074,36,12318,16774,14957,14559,10327,13090,17542,14857,14792,11214,68935,71495,37,50,7,5,0,1,4,1,0,0,0,2,16.2,17.2,Team1,EUW1_7225059568,Platinum4
3075,37,12595,17099,15079,15456,11201,13337,18014,15179,15389,11417,71430,73336,40,51,7,6,1,1,4,1,0,0,0,2,16.6,17.2,Team1,EUW1_7225059568,Platinum4
3076,38,13017,17515,15819,15842,11354,13676,18137,15434,15964,11611,73547,74822,40,51,7,6,1,1,4,1,0,0,0,2,17.0,17.2,Team1,EUW1_7225059568,Platinum4
